,date,time,text,sentiment,target,text_tokenized,joined_tokens
583,2/22/2022,9:46:17 PM, jungle will be the 2nd best comp in the game next to rmp in 9.2,Other,Game,"['jungle', 'best', 'comp', 'game', 'next', 'rmp', '9.2']",jungle best comp game next rmp 9.2
584,2/22/2022,8:19:53 AM, boostie boys buying boosts in best buy backrooms,Other,Game,"['boostie', 'boys', 'buying', 'boosts', 'best', 'buy', 'backrooms']",boostie boys buying boosts best buy backrooms
585,2/22/2022,8:42:53 AM, @insanepulls tomorrow,Other,Game,"['insanepulls', 'tomorrow']",insanepulls tomorrow
586,2/22/2022,8:26:19 PM, i need one lol,Other,Game,"['need', 'one', 'lol']",need one lol
587,2/23/2022,2:37:22 PM, ^,Other,Game,['other'],other
588,2/22/2022,6:22:44 PM, when that,Other,Game,['other'],other
589,2/22/2022,8:16:41 AM, oh no i botted lol,Other,Game,"['oh', 'botted', 'lol']",oh botted lol
590,2/22/2022,8:37:12 AM, happy patch day  - by greyfoo,Other,Game,"['happy', 'patch', 'day', 'greyfoo']",happy patch day greyfoo
591,2/23/2022,7:17:50 PM, anyone who plays survival at high cr? need help with something,Other,Game,"['anyone', 'plays', 'survival', 'high', 'cr', 'need', 'help', 'something']",anyone plays survival high cr need help something
592,2/22/2022,8:16:09 PM, i just wanna pvp lmao,Other,Game,"['wanna', 'pvp', 'lmao']",wanna pvp lmao
593,2/22/2022,7:21:27 PM, how are people getting so many progenitor essentia??,Other,Game,"['people', 'getting', 'many', 'progenitor', 'essentia']",people getting many progenitor essentia
594,2/23/2022,10:50:06 AM, ok night fae then still decent,Other,Game,"['ok', 'night', 'fae', 'still', 'decent']",ok night fae still decent
595,2/23/2022,1:41:26 PM, can someone give me a green staff? i have boneclutched stave of the quickblade 2 levels short to use,Other,Game,"['someone', 'give', 'green', 'staff', 'boneclutched', 'stave', 'quickblade', 'levels', 'short', 'use']",someone give green staff boneclutched stave quickblade levels short use
596,2/23/2022,1:25:23 PM, the shards work. the set bonus won't work in the new ares / raid.,Other,Game,"['shards', 'work', 'set', 'bonus', 'work', 'new', 'ares', 'raid']",shards work set bonus work new ares raid
597,2/22/2022,9:23:14 PM," should go for 252 cape or 246 head, both are same no of ilvl upgrade",Other,Game,"['go', 'cape', 'head', 'ilvl', 'upgrade']",go cape head ilvl upgrade
598,2/23/2022,7:44:42 PM, the havoc set is actually pretty decent ,Other,Game,"['havoc', 'set', 'actually', 'pretty', 'decent']",havoc set actually pretty decent
599,2/22/2022,6:22:33 PM, 9.2.5,Other,Game,['9.2'],9.2
600,2/23/2022,10:39:21 AM, =p,Other,Game,['p'],p
601,2/23/2022,8:54:16 AM, i prefer 15 mins,Other,Game,"['prefer', 'mins']",prefer mins
602,2/23/2022,10:08:30 AM, not 'till next xpac,Other,Game,"['till', 'next', 'xpac']",till next xpac
603,2/23/2022,7:00:41 PM, colossal ebonclaw mawrat,Other,Game,"['colossal', 'ebonclaw', 'mawrat']",colossal ebonclaw mawrat
604,2/23/2022,5:26:30 PM, the jailer's gauntlet: layer 4,Other,Game,"['jailer', 'gauntlet', 'layer']",jailer gauntlet layer
605,2/23/2022,10:40:19 AM, that sounds like a job,Other,Game,"['sounds', 'like', 'job']",sounds like job
606,2/22/2022,5:19:08 PM, yep this week is only the new zone,Other,Game,"['yep', 'week', 'new', 'zone']",yep week new zone
607,2/22/2022,9:04:17 PM, it only slows progress downm doesn't make it unplayable,Other,Game,"['slows', 'progress', 'downm', 'make', 'unplayable']",slows progress downm make unplayable
608,2/23/2022,2:37:48 PM, exchanging ingame currency for ingame servives,Other,Game,"['exchanging', 'ingame', 'currency', 'ingame', 'servives']",exchanging ingame currency ingame servives
609,2/22/2022,7:17:50 PM, workplace sexism solved,Other,Game,"['workplace', 'sexism', 'solved']",workplace sexism solved
610,2/22/2022,6:26:55 PM, imagine mythic raiding ,Other,Game,"['imagine', 'mythic', 'raiding']",imagine mythic raiding
611,2/23/2022,7:25:38 PM, honestly tho^,Other,Game,"['honestly', 'tho']",honestly tho
612,2/23/2022,2:38:24 PM, dont you know that your toxic?,Other,Game,"['know', 'toxic']",know toxic
613,2/22/2022,8:18:43 AM, i thought it was honestly the boosterettes not the boosteres or the boosted,Other,Game,"['thought', 'honestly', 'boosterettes', 'boosteres', 'boosted']",thought honestly boosterettes boosteres boosted
614,2/22/2022,8:16:34 AM, how many times did you spam the nword malabrah?,Other,Game,"['many', 'times', 'spam', 'nword', 'malabrah']",many times spam nword malabrah
615,2/23/2022,9:26:50 PM, they will be back for next expansion ,Other,Game,"['back', 'next', 'expansion']",back next expansion
616,2/23/2022,10:33:57 AM, you're not banned yet ?,Other,Game,"['banned', 'yet']",banned yet
617,2/22/2022,8:17:01 PM, resident?,Other,Game,['resident'],resident
618,2/23/2022,4:37:17 PM, season is over no go,Other,Game,"['season', 'go']",season go
619,2/23/2022,2:23:57 PM, anyone know how i charge of the covenants,Other,Game,"['anyone', 'know', 'charge', 'covenants']",anyone know charge covenants
620,2/22/2022,6:36:19 PM, anyone else already beat all of the jailers gauntlet?,Other,Game,"['anyone', 'else', 'already', 'beat', 'jailers', 'gauntlet']",anyone else already beat jailers gauntlet
621,2/23/2022,10:53:11 AM, where can i find the season 3 keymaster requirements,Other,Game,"['find', 'season', 'keymaster', 'requirements']",find season keymaster requirements
622,2/22/2022,5:03:14 PM, any pvpers use a good interrupt tracker they can recommend?,Other,Game,"['pvpers', 'use', 'good', 'interrupt', 'tracker', 'recommend']",pvpers use good interrupt tracker recommend
623,2/23/2022,10:27:35 AM, only pvp rankings and hero title aren't earnable,Other,Game,"['pvp', 'rankings', 'hero', 'title', 'earnable']",pvp rankings hero title earnable
624,2/23/2022,10:12:48 PM, i need that,Other,Game,['need'],need
625,2/22/2022,6:59:50 PM, raid acheives are obtainable up till the release of the new raid,Other,Game,"['raid', 'acheives', 'obtainable', 'till', 'release', 'new', 'raid']",raid acheives obtainable till release new raid
626,2/23/2022,2:08:55 PM, well next week i think,Other,Game,"['well', 'next', 'week', 'think']",well next week think
627,2/22/2022,8:14:42 AM, 7hrs,Other,Game,['other'],other
628,2/23/2022,9:27:09 PM, torrxol-area52 you're logged in playing wow bro you gotta be hella mad xd,Other,Game,"['torrxol', 'area', 'logged', 'playing', 'wow', 'bro', 'gotta', 'hella', 'mad', 'xd']",torrxol area logged playing wow bro gotta hella mad xd
629,2/23/2022,5:40:13 PM, so .. i got billed early for my script .. and it fucked shit up.. now i want to cancel my blizzard script because guilds are selling memberships now.. and blizzard is saying they wont give me a refund.. so yeah watch now,Other,Game,"['got', 'billed', 'early', 'script', 'fucked', 'shit', 'want', 'cancel', 'blizzard', 'script', 'guilds', 'selling', 'memberships', 'blizzard', 'saying', 'wont', 'give', 'refund', 'yeah', 'watch']",got billed early script fucked shit want cancel blizzard script guilds selling memberships blizzard saying wont give refund yeah watch
630,2/23/2022,12:57:27 AM, you get 10-15 renown from the intro quests,Other,Game,"['get', 'renown', 'intro', 'quests']",get renown intro quests
631,2/23/2022,9:20:48 PM, can you still get ce,Other,Game,"['still', 'get', 'ce']",still get ce
632,2/23/2022,12:59:03 AM, do the quest that appears when you firstl og in,Other,Game,"['quest', 'appears', 'firstl', 'og']",quest appears firstl og
633,2/23/2022,7:02:51 PM, can someone give me ilvl 80+ cloth gear so i can que dungeons and not have to quest? new to server ;(,Other,Game,"['someone', 'give', 'ilvl', 'cloth', 'gear', 'que', 'dungeons', 'quest', 'new', 'server']",someone give ilvl cloth gear que dungeons quest new server
634,2/22/2022,6:21:26 PM, ah linked as well?,Other,Game,"['ah', 'linked', 'well']",ah linked well
635,2/23/2022,8:07:22 PM, can someone polease tell me the stat priority for demo lock in pvp for this patch?,Other,Game,"['someone', 'polease', 'tell', 'stat', 'priority', 'demo', 'lock', 'pvp', 'patch']",someone polease tell stat priority demo lock pvp patch
636,2/22/2022,7:25:47 PM, ooo new cheetah form skin,Other,Game,"['ooo', 'new', 'cheetah', 'form', 'skin']",ooo new cheetah form skin
637,2/23/2022,12:02:30 PM, you can this week only.,Other,Game,['week'],week
638,2/22/2022,10:19:47 PM, where is 40 renown vendor,Other,Game,"['renown', 'vendor']",renown vendor
639,2/23/2022,2:09:18 PM, got it,Other,Game,['got'],got
640,2/22/2022,8:16:03 PM, guys is there any reason to do covenant campaign im new 60,Other,Game,"['guys', 'reason', 'covenant', 'campaign', 'new']",guys reason covenant campaign new
641,2/22/2022,7:50:03 PM, tof,Other,Game,['tof'],tof
642,2/23/2022,12:02:08 PM, no,Other,Game,['other'],other
643,2/22/2022,8:20:52 PM, any twinks free to help me run rfc real fast,Other,Game,"['twinks', 'free', 'help', 'run', 'rfc', 'real', 'fast']",twinks free help run rfc real fast
644,2/23/2022,2:09:04 PM, but not 'new' new,Other,Game,"['new', 'new']",new new
645,2/23/2022,9:29:42 PM, conversations about how wow sucks on wow is whats wrong with humanity,Other,Game,"['conversations', 'wow', 'sucks', 'wow', 'whats', 'wrong', 'humanity']",conversations wow sucks wow whats wrong humanity
646,2/22/2022,8:33:54 AM, ^,Other,Game,['other'],other
647,2/23/2022,11:49:13 AM," ""stop whining, back in my day we didn't whine we didn't get nuthin from whining!""",Other,Game,"['stop', 'whining', 'back', 'day', 'whine', 'get', 'nuthin', 'whining']",stop whining back day whine get nuthin whining
648,2/22/2022,9:55:18 PM, i miss boosting spam,Other,Game,"['miss', 'boosting', 'spam']",miss boosting spam
649,2/22/2022,10:00:55 PM, feral arena players wya,Other,Game,"['feral', 'arena', 'players', 'wya']",feral arena players wya
650,2/23/2022,10:11:55 AM, can we transer soul cinders now?,Other,Game,"['transer', 'soul', 'cinders']",transer soul cinders
651,2/22/2022,11:09:18 PM, what items i can buy with valor?,Other,Game,"['items', 'buy', 'valor']",items buy valor
652,2/23/2022,12:00:46 PM, cypher lore codex,Other,Game,"['cypher', 'lore', 'codex']",cypher lore codex
653,2/23/2022,12:12:16 AM, any heals for keystone: theater of pain (16)?,Other,Game,"['heals', 'keystone', 'theater', 'pain']",heals keystone theater pain
654,2/23/2022,11:00:08 AM, any sucessful gold makers out there who'd be willing to talk to me about some strategies? trying to learn some good ways to do so with the ah and such.,Other,Game,"['sucessful', 'gold', 'makers', 'willing', 'talk', 'strategies', 'trying', 'learn', 'good', 'ways', 'ah']",sucessful gold makers willing talk strategies trying learn good ways ah
655,2/23/2022,1:15:55 AM, ok cool,Other,Game,"['ok', 'cool']",ok cool
656,2/22/2022,6:26:30 PM, what's the name of the new blue ore?,Other,Game,"['name', 'new', 'blue', 'ore']",name new blue ore
657,2/23/2022,4:37:46 PM, the only thing no longer obtainable is the title for being in the top 1%,Other,Game,"['thing', 'longer', 'obtainable', 'title', 'top']",thing longer obtainable title top
658,2/23/2022,12:57:11 PM, arms warr pvp question if any can pst me,Other,Game,"['arms', 'warr', 'pvp', 'question', 'pst']",arms warr pvp question pst
659,2/22/2022,8:41:09 AM, do i need to valor dump before reset since season 3 isnt till mrch?,Other,Game,"['need', 'valor', 'dump', 'reset', 'since', 'season', 'isnt', 'till', 'mrch']",need valor dump reset since season isnt till mrch
660,2/22/2022,5:14:41 PM, next reset,Other,Game,"['next', 'reset']",next reset
661,2/23/2022,12:56:00 PM, anyone got a void shrouded satchel they wanna sell?,Other,Game,"['anyone', 'got', 'void', 'shrouded', 'satchel', 'wanna', 'sell']",anyone got void shrouded satchel wanna sell
662,2/23/2022,1:31:38 PM, no,Other,Game,['other'],other
663,2/22/2022,8:17:14 PM," i'm not seeing any available to queue fr, so i think you're fucking with me",Other,Game,"['seeing', 'available', 'queue', 'fr', 'think', 'fucking']",seeing available queue fr think fucking
664,2/23/2022,10:04:00 AM, it is still rep locked,Other,Game,"['still', 'rep', 'locked']",still rep locked
665,2/23/2022,2:08:59 PM, 2 new m+ dungeons,Other,Game,"['new', 'dungeons']",new dungeons
666,2/23/2022,8:11:24 AM, yes,Other,Game,['yes'],yes
667,2/23/2022,9:34:25 PM," gotta love losers who spends money on a product,  and for years straight continue to bitch about it.",Other,Game,"['gotta', 'love', 'losers', 'spends', 'money', 'product', 'years', 'straight', 'continue', 'bitch']",gotta love losers spends money product years straight continue bitch
668,2/22/2022,9:39:00 PM," he's having a goddamn mental breakdown, what purpose does crashing wow servers serve kanye? wtf",Other,Game,"['goddamn', 'mental', 'breakdown', 'purpose', 'crashing', 'wow', 'servers', 'serve', 'kanye', 'wtf']",goddamn mental breakdown purpose crashing wow servers serve kanye wtf
669,2/23/2022,1:26:14 PM," no, the shards don't work anymore at all",Other,Game,"['shards', 'work', 'anymore']",shards work anymore
670,2/23/2022,2:06:17 PM, when does season 3 start,Other,Game,"['season', 'start']",season start
671,2/23/2022,11:48:19 AM, they are not puzzles,Other,Game,['puzzles'],puzzles
672,2/23/2022,12:57:30 AM, questline give renown,Other,Game,"['questline', 'give', 'renown']",questline give renown
673,2/22/2022,8:34:00 AM, whats the best class to play this patch,Other,Game,"['whats', 'best', 'class', 'play', 'patch']",whats best class play patch
674,2/22/2022,10:53:08 PM, glider kits really help in the new zone.,Other,Game,"['glider', 'kits', 'really', 'help', 'new', 'zone']",glider kits really help new zone
675,2/23/2022,3:47:07 PM, can you still get cutting edge for sanctum with 9.2 out?,Other,Game,"['still', 'get', 'cutting', 'edge', 'sanctum', '9.2']",still get cutting edge sanctum 9.2
676,2/22/2022,11:11:33 PM, is today 9.2?!?,Other,Game,"['today', '9.2']",today 9.2
677,2/22/2022,8:27:30 PM, the unprepared ones are the ones who werente asking,Other,Game,"['unprepared', 'ones', 'ones', 'werente', 'asking']",unprepared ones ones werente asking
678,2/23/2022,10:26:45 AM, ya,Other,Game,['ya'],ya
679,2/23/2022,10:05:20 PM, warcraft is just a world,Other,Game,"['warcraft', 'world']",warcraft world
680,2/23/2022,1:15:49 AM, just worked,Other,Game,['worked'],worked
681,2/22/2022,6:11:14 PM," make an orc warrior, be a man",Other,Game,"['make', 'orc', 'warrior', 'man']",make orc warrior man
682,2/22/2022,7:34:17 PM," this isnt netflix where you get the whole season to binge, its disney+",Other,Game,"['isnt', 'netflix', 'get', 'whole', 'season', 'binge', 'disney']",isnt netflix get whole season binge disney
683,2/23/2022,1:11:10 AM, i still have my s2 valor...,Other,Game,"['still', 'valor']",still valor
684,2/23/2022,5:03:14 PM, the icon looks like a chainsaw,Other,Game,"['icon', 'looks', 'like', 'chainsaw']",icon looks like chainsaw
685,2/23/2022,5:53:07 PM, whens the new pvp season start?,Other,Game,"['whens', 'new', 'pvp', 'season', 'start']",whens new pvp season start
686,2/23/2022,9:37:50 PM, you're in the wrong game then,Other,Game,"['wrong', 'game']",wrong game
687,2/23/2022,10:49:38 AM, got nerfed tho so,Other,Game,"['got', 'nerfed', 'tho']",got nerfed tho
688,2/22/2022,8:20:23 AM, can't believe rated solo que will be real,Other,Game,"['believe', 'rated', 'solo', 'que', 'real']",believe rated solo que real
689,2/22/2022,5:15:03 PM, so should i save my honor for next week?,Other,Game,"['save', 'honor', 'next', 'week']",save honor next week
690,2/22/2022,5:30:03 PM, will people still run the older raids if we never got to try them?,Other,Game,"['people', 'still', 'run', 'older', 'raids', 'never', 'got', 'try']",people still run older raids never got try
691,2/23/2022,6:27:07 PM, the ah,Other,Game,['ah'],ah
692,2/22/2022,5:51:42 PM, if i get it ill give u 10k,Other,Game,"['get', 'ill', 'give']",get ill give
693,2/23/2022,11:47:56 AM, mythic gear and ilvl shit dont come out till next week,Other,Game,"['mythic', 'gear', 'ilvl', 'shit', 'come', 'till', 'next', 'week']",mythic gear ilvl shit come till next week
694,2/23/2022,5:19:30 PM," honestly depends completely on you, the new legendaries are sure to be overpriced",Other,Game,"['honestly', 'depends', 'completely', 'new', 'legendaries', 'sure', 'overpriced']",honestly depends completely new legendaries sure overpriced
695,2/23/2022,1:48:12 PM, as its 259,Other,Game,['other'],other
696,2/23/2022,2:30:15 PM, lol,Other,Game,['lol'],lol
697,2/23/2022,6:28:45 PM, lmfao same though,Other,Game,"['lmfao', 'though']",lmfao though
698,2/23/2022,12:57:12 AM, on alt should you skip zereth mortis intro if you still need renown? do you get any renown from questline?,Other,Game,"['alt', 'skip', 'zereth', 'mortis', 'intro', 'still', 'need', 'renown', 'get', 'renown', 'questline']",alt skip zereth mortis intro still need renown get renown questline
699,2/22/2022,5:17:34 PM, so pvp gear comes out next week?,Other,Game,"['pvp', 'gear', 'comes', 'next', 'week']",pvp gear comes next week
700,2/23/2022,12:59:38 AM," i think venth for pve, necro for pvp on sub, could be wrong",Other,Game,"['think', 'venth', 'pve', 'necro', 'pvp', 'sub', 'could', 'wrong']",think venth pve necro pvp sub could wrong
701,2/23/2022,6:32:03 PM, he knows how to spin straw into gold,Other,Game,"['knows', 'spin', 'straw', 'gold']",knows spin straw gold
702,2/22/2022,5:51:13 PM, sweet hopefully i have luck like you,Other,Game,"['sweet', 'hopefully', 'luck', 'like']",sweet hopefully luck like
703,2/22/2022,8:18:09 AM, i wonder if they're going to start banning players in d3 for boosting next,Other,Game,"['wonder', 'going', 'start', 'banning', 'players', 'boosting', 'next']",wonder going start banning players boosting next
704,2/22/2022,5:48:27 PM, are they gonna wipe out all conquest??,Other,Game,"['gonna', 'wipe', 'conquest']",gonna wipe conquest
705,2/22/2022,8:21:52 AM, @blokemon ya  thats why they should bann by ip,Other,Game,"['blokemon', 'ya', 'bann', 'ip']",blokemon ya bann ip
706,2/22/2022,5:49:20 PM, how long does it take for character transfer to another account,Other,Game,"['long', 'take', 'character', 'transfer', 'another', 'account']",long take character transfer another account
707,2/23/2022,2:06:22 PM, next week,Other,Game,"['next', 'week']",next week
708,2/23/2022,3:21:44 PM, next week,Other,Game,"['next', 'week']",next week
709,2/23/2022,9:29:21 PM, legion was amazing.  bfa was nice at launch.  ,Other,Game,"['legion', 'amazing', 'bfa', 'nice', 'launch']",legion amazing bfa nice launch
710,2/23/2022,12:59:08 AM, anyone have a tazavesh keystone? or are they not out yet?,Other,Game,"['anyone', 'tazavesh', 'keystone', 'yet']",anyone tazavesh keystone yet
711,2/23/2022,8:10:36 AM, i left by mistake,Other,Game,"['left', 'mistake']",left mistake
712,2/23/2022,10:37:21 AM, i got new pets yesterda maybe others are just bad at the game?,Other,Game,"['got', 'new', 'pets', 'yesterda', 'maybe', 'others', 'bad', 'game']",got new pets yesterda maybe others bad game
713,2/23/2022,9:30:46 PM, world of warcraft return of the empire,Other,Game,"['world', 'warcraft', 'return', 'empire']",world warcraft return empire
714,2/23/2022,12:02:03 PM, dont think so,Other,Game,['think'],think
715,2/22/2022,5:14:48 PM, next week,Other,Game,"['next', 'week']",next week
716,2/23/2022,12:17:31 PM, could anyone spare 200g so i can buy flying? this is my first character and im 4519/4750,Other,Game,"['could', 'anyone', 'spare', 'buy', 'flying', 'first', 'character']",could anyone spare buy flying first character
717,2/23/2022,10:26:54 AM, revered?technique: glyph of the spectral vulpine got this in a box on a non scribe,Other,Game,"['revered', 'technique', 'glyph', 'spectral', 'vulpine', 'got', 'box', 'non', 'scribe']",revered technique glyph spectral vulpine got box non scribe
718,2/22/2022,8:01:36 PM, how long is pvp off season?,Other,Game,"['long', 'pvp', 'season']",long pvp season
719,2/23/2022,10:29:59 AM," they do fix the important stuff, just maybe what is important to them is not important to you",Other,Game,"['fix', 'important', 'stuff', 'maybe', 'important', 'important']",fix important stuff maybe important important
720,2/23/2022,12:49:02 AM, any officers from guild: unprotected hex on?,Other,Game,"['officers', 'guild', 'unprotected', 'hex']",officers guild unprotected hex
721,2/23/2022,7:56:59 PM, dk tanks gonna be good in m+?,Other,Game,"['dk', 'tanks', 'gonna', 'good']",dk tanks gonna good
722,2/22/2022,10:31:55 PM, reminds me of breath of the wild,Other,Game,"['reminds', 'breath', 'wild']",reminds breath wild
723,2/23/2022,10:12:53 PM, same bruh,Other,Game,['bruh'],bruh
724,2/23/2022,7:44:44 AM, what ilvl in m0 now?,Other,Game,['ilvl'],ilvl
725,2/22/2022,8:16:07 PM, anyone know if tazavesh is currently available in m+?,Other,Game,"['anyone', 'know', 'tazavesh', 'currently', 'available']",anyone know tazavesh currently available
726,2/23/2022,12:51:49 AM, or perhaps sub rogue really just isn't strong enough so they keep buffing it inadvertently,Other,Game,"['perhaps', 'sub', 'rogue', 'really', 'strong', 'enough', 'keep', 'buffing', 'inadvertently']",perhaps sub rogue really strong enough keep buffing inadvertently
727,2/23/2022,4:38:01 PM, the season is over....,Other,Game,['season'],season
728,2/23/2022,12:01:56 PM, can you get aotc for sylvanus still?,Other,Game,"['get', 'aotc', 'sylvanus', 'still']",get aotc sylvanus still
729,2/22/2022,6:10:17 PM, orc for dmg tauren for tank,Other,Game,"['orc', 'dmg', 'tauren', 'tank']",orc dmg tauren tank
730,2/22/2022,7:32:50 PM," pet battles, it's all about pet battles",Other,Game,"['pet', 'battles', 'pet', 'battles']",pet battles pet battles
731,2/23/2022,4:36:57 PM, thats what i thoughtt ty,Other,Game,"['thoughtt', 'ty']",thoughtt ty
732,2/23/2022,7:27:00 PM, can you even still get cutting edge?,Other,Game,"['even', 'still', 'get', 'cutting', 'edge']",even still get cutting edge
733,2/23/2022,9:30:52 PM," conduit energy and all the rep systems were awful, 9.1.5 was a huge step towards success and 9.2 has given the same vibe",Other,Game,"['conduit', 'energy', 'rep', 'systems', 'awful', 'huge', 'step', 'towards', 'success', '9.2', 'given', 'vibe']",conduit energy rep systems awful huge step towards success 9.2 given vibe
734,2/23/2022,3:08:27 PM, when will the jailers gauntlet layer 5 be open?,Other,Game,"['jailers', 'gauntlet', 'layer', 'open']",jailers gauntlet layer open
735,2/22/2022,7:30:41 PM, where is the solo queue?,Other,Game,"['solo', 'queue']",solo queue
736,2/22/2022,6:29:05 PM, is this game good now?,Other,Game,"['game', 'good']",game good
737,2/23/2022,10:38:25 AM, more like massive gold mine. im up to 37 mil from battle pet farming/trades.,Other,Game,"['like', 'massive', 'gold', 'mine', 'mil', 'battle', 'pet', 'farming', 'trades']",like massive gold mine mil battle pet farming trades
738,2/23/2022,2:03:42 PM, one of my papal fez sold today for gold cap so thats cool ,Other,Game,"['one', 'papal', 'fez', 'sold', 'today', 'gold', 'cap', 'cool']",one papal fez sold today gold cap cool
739,2/23/2022,10:26:55 AM," ahh, rip",Other,Game,"['ahh', 'rip']",ahh rip
740,2/23/2022,5:18:13 PM, wym ,Other,Game,['wym'],wym
741,2/23/2022,5:19:57 PM, yeah i have my 262 arms one ,Other,Game,"['yeah', 'arms', 'one']",yeah arms one
742,2/23/2022,12:49:16 AM, save yourself from that guild,Other,Game,"['save', 'guild']",save guild
743,2/23/2022,11:18:15 AM, someone buy my wow token,Other,Game,"['someone', 'buy', 'wow', 'token']",someone buy wow token
744,2/23/2022,12:59:26 AM, i didnt get a quest,Other,Game,"['didnt', 'get', 'quest']",didnt get quest
745,2/23/2022,12:57:57 AM, youll miss out on some rep and gear i think,Other,Game,"['youll', 'miss', 'rep', 'gear', 'think']",youll miss rep gear think
746,2/22/2022,7:04:57 PM, just reroll now so u dont have to be a belf ,Other,Game,"['reroll', 'belf']",reroll belf
747,2/23/2022,5:10:36 PM, any br guild?,Other,Game,"['br', 'guild']",br guild
748,2/22/2022,8:54:58 PM, 5 weeks from now,Other,Game,['weeks'],weeks
749,2/23/2022,8:54:12 AM, 1 hour,Other,Game,['hour'],hour
750,2/23/2022,10:39:30 AM, i do that too but with a fraction of the goold,Other,Game,"['fraction', 'goold']",fraction goold
751,2/22/2022,10:40:51 PM,  /camp as well,Other,Game,"['camp', 'well']",camp well
752,2/22/2022,8:20:47 AM, no val they're making them start overing,Other,Game,"['val', 'making', 'start', 'overing']",val making start overing
753,2/22/2022,5:06:39 PM, march 1,Other,Game,['march'],march
754,2/23/2022,2:30:22 PM, why lost ark servers gotta lag. blizzard has pulled me back.,Other,Game,"['lost', 'ark', 'servers', 'gotta', 'lag', 'blizzard', 'pulled', 'back']",lost ark servers gotta lag blizzard pulled back
755,2/23/2022,7:55:42 PM, when can we make the 291 legendary?,Other,Game,"['make', 'legendary']",make legendary
756,2/22/2022,7:29:27 PM, yep.,Other,Game,['yep'],yep
757,2/23/2022,4:44:30 PM, whats the name of the addon for the zereth mortis puzzles,Other,Game,"['whats', 'name', 'addon', 'zereth', 'mortis', 'puzzles']",whats name addon zereth mortis puzzles
758,2/22/2022,5:01:12 PM, level 50 /flex,Other,Game,"['level', 'flex']",level flex
759,2/23/2022,1:47:30 PM, anyone know if its worth upgrade gear with honor still or do we keep it next week?,Other,Game,"['anyone', 'know', 'worth', 'upgrade', 'gear', 'honor', 'still', 'keep', 'next', 'week']",anyone know worth upgrade gear honor still keep next week
760,2/23/2022,6:44:58 PM, can someone please take me to the flight master this place is confusing af ,Other,Game,"['someone', 'please', 'take', 'flight', 'master', 'place', 'confusing', 'af']",someone please take flight master place confusing af
761,2/23/2022,6:28:15 PM, any ferocity pet yeah,Other,Game,"['ferocity', 'pet', 'yeah']",ferocity pet yeah
762,2/23/2022,10:49:50 AM," no you can buy a spectral tiger cub on several servers at moment for 250k-300k. transfer it to here for example and resell. current price is 850,000. that is almost a 400,000 gold boost free",Other,Game,"['buy', 'spectral', 'tiger', 'cub', 'several', 'servers', 'moment', 'transfer', 'example', 'resell', 'current', 'price', 'almost', 'gold', 'boost', 'free']",buy spectral tiger cub several servers moment transfer example resell current price almost gold boost free
763,2/22/2022,8:21:21 AM, so u  just get another acc buy instant 60  _d,Other,Game,"['get', 'another', 'acc', 'buy', 'instant']",get another acc buy instant
764,2/23/2022,10:40:34 AM, fun job =p,Other,Game,"['fun', 'job', 'p']",fun job p
765,2/22/2022,7:46:45 PM," can somebody message me that has been playing warlock, i got a few quetsions",Other,Game,"['somebody', 'message', 'playing', 'warlock', 'got', 'quetsions']",somebody message playing warlock got quetsions
766,2/23/2022,10:37:24 AM, doesnt mean blizz hasnt progressively gone to more shit every expac,Other,Game,"['doesnt', 'mean', 'blizz', 'hasnt', 'progressively', 'gone', 'shit', 'every', 'expac']",doesnt mean blizz hasnt progressively gone shit every expac
767,2/23/2022,1:23:47 PM, same toon or diff,Other,Game,"['toon', 'diff']",toon diff
768,2/22/2022,11:11:06 PM, is possible to buy items 246?,Other,Game,"['possible', 'buy', 'items']",possible buy items
769,2/23/2022,8:48:12 PM, @mortalgod honor stays conquest goes,Other,Game,"['mortalgod', 'honor', 'stays', 'conquest', 'goes']",mortalgod honor stays conquest goes
770,2/23/2022,11:22:22 AM, except the newest post always gets sold first,Other,Game,"['except', 'newest', 'post', 'always', 'gets', 'sold', 'first']",except newest post always gets sold first
771,2/23/2022,5:18:52 PM, so like ,Other,Game,['like'],like
772,2/23/2022,4:36:55 PM, yes you will,Other,Game,['yes'],yes
773,2/22/2022,6:47:42 PM, did anyone else just randomly get their pvp titles back?,Other,Game,"['anyone', 'else', 'randomly', 'get', 'pvp', 'titles', 'back']",anyone else randomly get pvp titles back
774,2/22/2022,6:02:58 PM, no its not its the best zone so far,Other,Game,"['best', 'zone', 'far']",best zone far
775,2/23/2022,10:45:37 AM, 291 leggos are on mythic week,Other,Game,"['leggos', 'mythic', 'week']",leggos mythic week
776,2/22/2022,9:38:12 PM, send ticket,Other,Game,"['send', 'ticket']",send ticket
777,2/23/2022,7:31:26 PM, oooh,Other,Game,['oooh'],oooh
778,2/23/2022,10:12:45 PM, who out here giving 20s away,Other,Game,"['giving', 'away']",giving away
779,2/23/2022,10:45:22 AM, locked behind rep,Other,Game,"['locked', 'behind', 'rep']",locked behind rep
780,2/23/2022,9:37:48 PM, nah you do,Other,Game,['nah'],nah
781,2/22/2022,5:47:47 PM, no,Other,Game,['other'],other
782,2/23/2022,10:22:41 AM, what class/spec do you guys main?,Other,Game,"['class', 'spec', 'guys', 'main']",class spec guys main
783,2/22/2022,11:43:53 PM, how can i get to old school dal?,Other,Game,"['get', 'old', 'school', 'dal']",get old school dal
